timestamp,event_type,user,host,source_ip,parent_process,process_name,command_line,target_user,registry_path,destination_ip,destination_port,status
2026-03-09 04:42:04.996557,network_connection,david,ws-1002,10.0.5.55,services.exe,rundll32.exe,powershell.exe Get-Process,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,139.0,failure
2026-03-09 04:46:04.996557,process_start,david,ws-1003,192.168.1.20,cmd.exe,reg.exe,notepad.exe notes.txt,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,135.0,success
2026-03-09 04:46:04.996557,registry_change,eve,ws-1001,10.0.5.55,cmd.exe,notepad.exe,cmd.exe /c dir,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,135.0,success
2026-03-09 04:47:04.996557,process_start,bob,hr-4401,192.168.1.20,winword.exe,reg.exe,cmd.exe /c dir,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,445.0,success
2026-03-09 04:52:04.996557,process_start,bob,hr-4401,10.0.1.10,cmd.exe,powershell.exe,powershell.exe Get-Process,eve,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,135.0,failure
2026-03-09 04:52:04.996557,process_start,eve,ws-1002,10.0.0.22,winword.exe,rundll32.exe,reg.exe query HKLM\Software,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,135.0,failure
2026-03-09 04:55:04.996557,process_start,david,eng-2201,192.168.1.20,services.exe,powershell.exe,notepad.exe notes.txt,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,3389.0,success
2026-03-09 04:56:04.996557,process_start,frank,eng-2201,10.0.0.15,excel.exe,powershell.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,135.0,success
2026-03-09 04:58:04.996557,auth_failure,david,ws-1002,192.168.1.20,services.exe,rundll32.exe,powershell.exe Get-Process,grace,,10.0.0.22,445.0,failure
2026-03-09 05:00:04.996557,process_start,bob,dc-01,10.0.5.55,services.exe,rundll32.exe,notepad.exe notes.txt,frank,,10.0.0.22,80.0,success
2026-03-09 05:04:04.996557,auth_failure,alice,hr-4401,10.0.1.10,explorer.exe,wmic.exe,cmd.exe /c dir,grace,,10.0.0.15,3389.0,success
2026-03-09 05:06:04.996557,network_connection,charlie,dc-01,10.0.0.22,winword.exe,cmd.exe,wmic process call create powershell.exe,alice,,10.0.1.10,3389.0,success
2026-03-09 05:07:04.996557,process_start,david,ws-1001,10.0.5.55,excel.exe,powershell.exe,wmic cpu get name,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,3389.0,success
2026-03-09 05:07:04.996557,auth_failure,bob,dc-01,10.0.1.10,winword.exe,reg.exe,reg.exe query HKLM\Software,alice,,192.168.1.20,3389.0,failure
2026-03-09 05:08:04.996557,network_connection,charlie,hr-4401,10.0.5.55,excel.exe,wmic.exe,powershell.exe Get-Process,alice,,192.168.1.20,80.0,failure
2026-03-09 05:10:04.996557,registry_change,bob,hr-4401,192.168.1.20,winword.exe,wmic.exe,powershell.exe -EncodedCommand SQBFAFgA,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,3389.0,failure
2026-03-09 05:10:04.996557,auth_failure,alice,ws-1002,10.0.1.10,cmd.exe,cmd.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBtAGkAbQBpAGsAYQB0AHoA,david,,192.168.1.20,80.0,success
2026-03-09 05:10:04.996557,process_start,frank,ws-1002,192.168.1.20,winword.exe,rundll32.exe,wmic cpu get name,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,443.0,success
2026-03-09 05:15:04.996557,process_start,eve,ws-1001,10.0.0.15,outlook.exe,cmd.exe,notepad.exe notes.txt,charlie,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,135.0,success
2026-03-09 05:18:04.996557,process_start,bob,hr-4401,192.168.1.20,cmd.exe,cmd.exe,powershell.exe Get-Process,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,80.0,failure
2026-03-09 05:18:04.996557,auth_failure,alice,ws-1003,10.0.0.15,winword.exe,wmic.exe,powershell.exe Get-Process,grace,,192.168.1.20,3389.0,success
2026-03-09 05:19:04.996557,network_connection,bob,ws-1001,10.0.5.55,explorer.exe,cmd.exe,reg.exe query HKLM\Software,eve,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,3389.0,success
2026-03-09 05:24:04.996557,process_start,charlie,eng-2201,10.0.0.15,winword.exe,reg.exe,wmic cpu get name,eve,,10.0.0.22,135.0,failure
2026-03-09 05:26:04.996557,auth_failure,alice,ws-1002,10.0.5.55,outlook.exe,reg.exe,notepad.exe notes.txt,charlie,,10.0.1.10,135.0,failure
2026-03-09 05:28:04.996557,auth_failure,eve,ws-1001,10.0.5.55,winword.exe,rundll32.exe,powershell.exe Get-Process,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,445.0,failure
2026-03-09 05:30:04.996557,process_start,eve,hr-4401,10.0.0.15,cmd.exe,rundll32.exe,reg.exe query HKLM\Software,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,80.0,success
2026-03-09 05:31:04.996557,process_start,bob,dc-01,10.0.1.10,winword.exe,rundll32.exe,notepad.exe notes.txt,eve,,192.168.1.20,445.0,success
2026-03-09 05:32:04.996557,auth_success,alice,eng-2201,10.0.0.22,excel.exe,wmic.exe,wmic cpu get name,david,,10.0.0.22,139.0,success
2026-03-09 05:32:04.996557,auth_failure,bob,ws-1003,10.0.5.55,services.exe,rundll32.exe,powershell.exe Get-Process,frank,,10.0.0.15,3389.0,success
2026-03-09 05:34:04.996557,network_connection,david,dc-01,192.168.1.20,cmd.exe,cmd.exe,powershell.exe Get-Process,charlie,,192.168.1.20,445.0,failure
2026-03-09 05:34:04.996557,process_start,david,dc-01,10.0.5.55,explorer.exe,powershell.exe,notepad.exe notes.txt,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,139.0,failure
2026-03-09 05:35:04.996557,auth_failure,eve,eng-2201,192.168.1.20,excel.exe,wmic.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,443.0,failure
2026-03-09 05:37:04.996557,process_start,charlie,ws-1001,192.168.1.20,excel.exe,wmic.exe,powershell.exe Get-Process,david,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,135.0,success
2026-03-09 05:38:04.996557,process_start,david,ws-1003,192.168.1.20,explorer.exe,rundll32.exe,powershell.exe Get-Process,eve,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,3389.0,success
2026-03-09 05:40:04.996557,process_start,grace,ws-1003,10.0.0.15,excel.exe,wmic.exe,powershell.exe Get-Process,charlie,,10.0.0.22,80.0,success
2026-03-09 05:40:04.996557,network_connection,charlie,ws-1002,10.0.1.10,winword.exe,cmd.exe,cmd.exe /c dir,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,139.0,failure
2026-03-09 05:40:04.996557,process_start,alice,ws-1002,10.0.5.55,excel.exe,cmd.exe,notepad.exe notes.txt,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,135.0,failure
2026-03-09 05:41:04.996557,process_start,eve,dc-01,10.0.0.15,winword.exe,notepad.exe,wmic cpu get name,david,,10.0.0.22,443.0,success
2026-03-09 05:43:04.996557,auth_success,eve,ws-1003,10.0.1.10,winword.exe,powershell.exe,powershell.exe Get-Process,bob,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,135.0,failure
2026-03-09 05:46:04.996557,auth_success,eve,eng-2201,10.0.0.22,winword.exe,reg.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,frank,,10.0.1.10,135.0,success
2026-03-09 05:46:04.996557,network_connection,charlie,eng-2201,10.0.1.10,cmd.exe,rundll32.exe,notepad.exe notes.txt,charlie,,192.168.1.20,443.0,success
2026-03-09 05:47:04.996557,process_start,david,dc-01,10.0.1.10,cmd.exe,reg.exe,powershell.exe Get-Process,charlie,,10.0.1.10,3389.0,success
2026-03-09 05:48:04.996557,process_start,bob,dc-01,10.0.0.15,excel.exe,reg.exe,cmd.exe /c dir,grace,,10.0.0.15,3389.0,success
2026-03-09 05:49:04.996557,process_start,bob,eng-2201,192.168.1.20,explorer.exe,rundll32.exe,cmd.exe /c dir,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,80.0,failure
2026-03-09 05:50:04.996557,registry_change,david,ws-1002,10.0.1.10,winword.exe,reg.exe,reg.exe query HKLM\Software,frank,,10.0.1.10,139.0,failure
2026-03-09 05:50:04.996557,network_connection,david,eng-2201,192.168.1.20,excel.exe,cmd.exe,wmic cpu get name,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,139.0,success
2026-03-09 05:58:04.996557,process_start,eve,hr-4401,10.0.1.10,excel.exe,powershell.exe,powershell.exe Get-Process,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,80.0,failure
2026-03-09 06:00:04.996557,network_connection,david,eng-2201,10.0.1.10,explorer.exe,notepad.exe,notepad.exe notes.txt,david,,10.0.0.22,443.0,success
2026-03-09 06:04:04.996557,auth_failure,alice,eng-2201,10.0.0.22,winword.exe,powershell.exe,cmd.exe /c dir,alice,,10.0.5.55,80.0,success
2026-03-09 06:06:04.996557,process_start,bob,ws-1003,10.0.1.10,services.exe,rundll32.exe,wmic cpu get name,eve,,10.0.5.55,80.0,success
2026-03-09 06:13:04.996557,registry_change,bob,eng-2201,10.0.0.22,services.exe,wmic.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBtAGkAbQBpAGsAYQB0AHoA,bob,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,3389.0,success
2026-03-09 06:22:04.996557,auth_success,alice,ws-1001,192.168.1.20,services.exe,cmd.exe,powershell.exe Get-Process,grace,,10.0.0.22,445.0,failure
2026-03-09 06:22:04.996557,auth_failure,grace,ws-1003,10.0.1.10,winword.exe,notepad.exe,wmic process call create powershell.exe,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,443.0,failure
2026-03-09 06:28:04.996557,network_connection,frank,ws-1003,10.0.0.22,services.exe,cmd.exe,wmic cpu get name,grace,,192.168.1.20,80.0,failure
2026-03-09 06:34:04.996557,auth_failure,charlie,eng-2201,10.0.1.10,outlook.exe,reg.exe,cmd.exe /c whoami && net user,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,139.0,success
2026-03-09 06:34:04.996557,process_start,bob,ws-1003,10.0.1.10,outlook.exe,notepad.exe,wmic cpu get name,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,3389.0,success
2026-03-09 06:46:04.996557,auth_success,grace,ws-1002,10.0.0.22,excel.exe,reg.exe,wmic cpu get name,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,135.0,failure
2026-03-09 06:48:04.996557,process_start,alice,eng-2201,192.168.1.20,outlook.exe,wmic.exe,notepad.exe notes.txt,eve,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,445.0,success
2026-03-09 06:49:04.996557,network_connection,grace,ws-1001,192.168.1.20,explorer.exe,wmic.exe,cmd.exe /c dir,eve,,10.0.1.10,80.0,failure
2026-03-09 07:00:04.996557,auth_failure,alice,ws-1003,10.0.1.10,explorer.exe,rundll32.exe,cmd.exe /c dir,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,443.0,success
2026-03-09 07:01:04.996557,process_start,eve,ws-1003,10.0.0.22,excel.exe,wmic.exe,notepad.exe notes.txt,alice,,10.0.5.55,135.0,success
2026-03-09 07:07:04.996557,auth_failure,charlie,ws-1001,10.0.5.55,outlook.exe,rundll32.exe,notepad.exe notes.txt,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,80.0,success
2026-03-09 07:10:04.996557,process_start,charlie,eng-2201,192.168.1.20,winword.exe,rundll32.exe,notepad.exe notes.txt,david,,192.168.1.20,3389.0,success
2026-03-09 07:12:04.996557,process_start,bob,ws-1003,10.0.0.15,cmd.exe,reg.exe,notepad.exe notes.txt,bob,,10.0.0.22,135.0,success
2026-03-09 07:16:04.996557,process_start,david,ws-1002,10.0.5.55,outlook.exe,notepad.exe,powershell.exe Get-Process,david,,10.0.0.15,139.0,failure
2026-03-09 07:16:04.996557,process_start,grace,ws-1001,10.0.1.10,outlook.exe,reg.exe,wmic cpu get name,alice,,10.0.0.22,139.0,failure
2026-03-09 07:18:04.996557,auth_success,bob,dc-01,10.0.0.22,cmd.exe,rundll32.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,445.0,failure
2026-03-09 07:20:04.996557,registry_change,frank,ws-1001,10.0.1.10,excel.exe,rundll32.exe,reg.exe query HKLM\Software,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,3389.0,failure
2026-03-09 07:22:04.996557,network_connection,eve,hr-4401,10.0.0.22,explorer.exe,cmd.exe,reg.exe query HKLM\Software,charlie,,192.168.1.20,445.0,success
2026-03-09 07:24:04.996557,process_start,grace,eng-2201,192.168.1.20,outlook.exe,cmd.exe,reg.exe query HKLM\Software,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,139.0,success
2026-03-09 07:25:04.996557,process_start,charlie,eng-2201,10.0.0.22,cmd.exe,reg.exe,notepad.exe notes.txt,bob,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,135.0,failure
2026-03-09 07:26:04.996557,process_start,charlie,eng-2201,10.0.5.55,excel.exe,rundll32.exe,wmic cpu get name,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,3389.0,success
2026-03-09 07:28:04.996557,auth_success,david,ws-1002,10.0.5.55,excel.exe,reg.exe,wmic cpu get name,bob,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,135.0,success
2026-03-09 07:28:04.996557,process_start,bob,eng-2201,10.0.0.22,services.exe,rundll32.exe,reg.exe query HKLM\Software,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,80.0,success
2026-03-09 07:36:04.996557,network_connection,eve,hr-4401,10.0.1.10,explorer.exe,wmic.exe,cmd.exe /c dir,david,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,443.0,success
2026-03-09 07:37:04.996557,process_start,eve,ws-1002,10.0.5.55,services.exe,wmic.exe,notepad.exe notes.txt,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,3389.0,failure
2026-03-09 07:42:04.996557,auth_success,david,ws-1003,10.0.0.22,winword.exe,rundll32.exe,reg.exe query HKLM\Software,bob,,10.0.5.55,135.0,success
2026-03-09 07:52:04.996557,auth_failure,grace,dc-01,192.168.1.20,cmd.exe,reg.exe,cmd.exe /c dir,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,80.0,success
2026-03-09 07:55:04.996557,auth_success,frank,ws-1002,10.0.0.22,excel.exe,notepad.exe,powershell.exe Get-Process,eve,,10.0.0.15,445.0,success
2026-03-09 08:00:04.996557,process_start,alice,ws-1003,10.0.5.55,services.exe,cmd.exe,notepad.exe notes.txt,alice,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,80.0,failure
2026-03-09 08:01:04.996557,process_start,frank,ws-1003,192.168.1.20,outlook.exe,wmic.exe,notepad.exe notes.txt,eve,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,80.0,success
2026-03-09 08:04:04.996557,process_start,frank,hr-4401,192.168.1.20,excel.exe,notepad.exe,cmd.exe /c dir,grace,,192.168.1.20,3389.0,success
2026-03-09 08:06:04.996557,process_start,frank,ws-1003,10.0.5.55,cmd.exe,powershell.exe,notepad.exe notes.txt,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,3389.0,failure
2026-03-09 08:08:04.996557,process_start,eve,ws-1003,10.0.0.15,services.exe,cmd.exe,wmic cpu get name,eve,,10.0.0.15,80.0,failure
2026-03-09 08:12:04.996557,registry_change,charlie,dc-01,192.168.1.20,explorer.exe,reg.exe,reg.exe query HKLM\Software,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,135.0,success
2026-03-09 08:20:04.996557,process_start,bob,ws-1003,10.0.5.55,winword.exe,powershell.exe,reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d malware.exe,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,80.0,success
2026-03-09 08:24:04.996557,auth_success,charlie,eng-2201,10.0.1.10,explorer.exe,wmic.exe,wmic cpu get name,frank,,10.0.0.22,3389.0,success
2026-03-09 08:25:04.996557,process_start,frank,eng-2201,10.0.0.15,outlook.exe,powershell.exe,powershell.exe -EncodedCommand SQBFAFgA,eve,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,3389.0,success
2026-03-09 08:28:04.996557,process_start,david,ws-1003,10.0.0.15,winword.exe,powershell.exe,notepad.exe notes.txt,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,3389.0,success
2026-03-09 08:36:04.996557,auth_failure,david,dc-01,10.0.5.55,outlook.exe,wmic.exe,cmd.exe /c dir,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,445.0,failure
2026-03-09 08:37:04.996557,process_start,frank,ws-1002,10.0.5.55,explorer.exe,cmd.exe,reg.exe query HKLM\Software,bob,,192.168.1.20,3389.0,success
2026-03-09 08:46:04.996557,process_start,eve,ws-1003,192.168.1.20,explorer.exe,reg.exe,wmic cpu get name,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,3389.0,failure
2026-03-09 08:48:04.996557,network_connection,alice,ws-1002,192.168.1.20,outlook.exe,wmic.exe,cmd.exe /c dir,alice,,10.0.5.55,135.0,success
2026-03-09 08:49:04.996557,auth_failure,david,eng-2201,10.0.0.15,services.exe,wmic.exe,powershell.exe Get-Process,charlie,,10.0.5.55,3389.0,success
2026-03-09 08:55:04.996557,registry_change,charlie,eng-2201,10.0.0.22,outlook.exe,powershell.exe,notepad.exe notes.txt,frank,,10.0.5.55,139.0,success
2026-03-09 08:56:04.996557,process_start,eve,ws-1003,10.0.0.15,cmd.exe,wmic.exe,powershell.exe Get-Process,eve,,10.0.0.22,135.0,success
2026-03-09 08:58:04.996557,registry_change,alice,ws-1002,10.0.5.55,services.exe,reg.exe,reg.exe query HKLM\Software,eve,,10.0.1.10,139.0,failure
2026-03-09 09:01:04.996557,auth_success,charlie,ws-1001,10.0.0.15,winword.exe,powershell.exe,powershell.exe Get-Process,david,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,443.0,success
2026-03-09 09:06:04.996557,auth_success,eve,dc-01,10.0.0.22,cmd.exe,cmd.exe,powershell.exe -EncodedCommand SQBFAFgA,david,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,443.0,success
2026-03-09 09:08:04.996557,network_connection,charlie,dc-01,192.168.1.20,explorer.exe,cmd.exe,wmic cpu get name,grace,,10.0.0.22,80.0,failure
2026-03-09 09:10:04.996557,auth_failure,grace,ws-1002,10.0.5.55,cmd.exe,notepad.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBtAGkAbQBpAGsAYQB0AHoA,charlie,,10.0.5.55,3389.0,success
2026-03-09 09:12:04.996557,auth_failure,david,hr-4401,10.0.5.55,excel.exe,wmic.exe,powershell.exe Get-Process,david,,10.0.0.15,139.0,success
2026-03-09 09:14:04.996557,auth_failure,david,hr-4401,192.168.1.20,services.exe,wmic.exe,wmic cpu get name,eve,,10.0.0.15,3389.0,success
2026-03-09 09:19:04.996557,auth_failure,frank,dc-01,10.0.5.55,excel.exe,wmic.exe,cmd.exe /c dir,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,445.0,success
2026-03-09 09:22:04.996557,auth_failure,david,hr-4401,10.0.5.55,excel.exe,wmic.exe,reg.exe query HKLM\Software,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.1.10,135.0,success
2026-03-09 09:26:04.996557,process_start,charlie,ws-1001,10.0.0.22,winword.exe,powershell.exe,notepad.exe notes.txt,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,failure
2026-03-09 09:30:04.996557,network_connection,alice,ws-1003,10.0.5.55,cmd.exe,wmic.exe,cmd.exe /c dir,bob,,10.0.0.22,443.0,failure
2026-03-09 09:32:04.996557,process_start,eve,ws-1001,10.0.0.22,outlook.exe,powershell.exe,cmd.exe /c dir,grace,,10.0.0.15,139.0,success
2026-03-09 09:34:04.996557,auth_failure,grace,ws-1003,192.168.1.20,winword.exe,rundll32.exe,notepad.exe notes.txt,grace,,10.0.0.15,80.0,failure
2026-03-09 09:37:04.996557,auth_success,grace,eng-2201,10.0.1.10,winword.exe,rundll32.exe,reg.exe query HKLM\Software,frank,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,135.0,success
2026-03-09 09:40:04.996557,network_connection,grace,hr-4401,10.0.0.15,winword.exe,powershell.exe,wmic cpu get name,eve,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,443.0,success
2026-03-09 09:40:04.996557,process_start,charlie,eng-2201,10.0.1.10,services.exe,cmd.exe,reg.exe query HKLM\Software,alice,,10.0.1.10,445.0,success
2026-03-09 09:48:04.996557,network_connection,bob,eng-2201,10.0.0.22,cmd.exe,rundll32.exe,cmd.exe /c dir,bob,,10.0.0.22,445.0,success
2026-03-09 09:49:04.996557,auth_success,david,eng-2201,10.0.0.22,winword.exe,rundll32.exe,wmic process call create powershell.exe,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,139.0,success
2026-03-09 09:52:04.996557,network_connection,bob,hr-4401,10.0.0.22,winword.exe,notepad.exe,powershell.exe Get-Process,charlie,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,139.0,success
2026-03-09 09:54:04.996557,process_start,alice,ws-1003,10.0.5.55,services.exe,cmd.exe,powershell.exe Get-Process,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,443.0,success
2026-03-09 09:56:04.996557,registry_change,alice,hr-4401,10.0.5.55,winword.exe,wmic.exe,cmd.exe /c dir,bob,,10.0.0.15,3389.0,success
2026-03-09 09:58:04.996557,process_start,grace,ws-1002,10.0.1.10,outlook.exe,notepad.exe,reg.exe query HKLM\Software,david,,10.0.1.10,135.0,success
2026-03-09 10:01:04.996557,auth_failure,frank,dc-01,192.168.1.20,excel.exe,powershell.exe,wmic cpu get name,alice,,10.0.0.15,80.0,success
2026-03-09 10:02:04.996557,process_start,eve,ws-1003,10.0.5.55,winword.exe,wmic.exe,notepad.exe notes.txt,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.5.55,139.0,success
2026-03-09 10:08:04.996557,auth_failure,bob,hr-4401,10.0.0.15,winword.exe,rundll32.exe,reg.exe query HKLM\Software,charlie,,10.0.5.55,3389.0,failure
2026-03-09 10:10:04.996557,auth_success,david,hr-4401,192.168.1.20,cmd.exe,cmd.exe,cmd.exe /c dir,eve,,10.0.5.55,3389.0,success
2026-03-09 10:19:04.996557,auth_failure,david,eng-2201,10.0.0.15,outlook.exe,reg.exe,reg.exe query HKLM\Software,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,80.0,success
2026-03-09 10:25:04.996557,registry_change,eve,ws-1003,10.0.5.55,winword.exe,wmic.exe,powershell.exe Get-Process,eve,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,3389.0,success
2026-03-09 10:26:04.996557,registry_change,alice,ws-1001,10.0.0.22,explorer.exe,rundll32.exe,cmd.exe /c dir,grace,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,3389.0,failure
2026-03-09 10:36:04.996557,network_connection,frank,hr-4401,192.168.1.20,outlook.exe,rundll32.exe,wmic cpu get name,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,139.0,failure
2026-03-09 10:37:04.996557,network_connection,alice,ws-1003,192.168.1.20,cmd.exe,rundll32.exe,powershell.exe -EncodedCommand SQBFAFgA,alice,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,80.0,failure
2026-03-09 10:44:04.996557,network_connection,charlie,hr-4401,10.0.1.10,cmd.exe,notepad.exe,cmd.exe /c dir,bob,,10.0.5.55,80.0,success
2026-03-09 10:49:04.996557,process_start,grace,hr-4401,10.0.5.55,outlook.exe,notepad.exe,notepad.exe notes.txt,david,,10.0.5.55,445.0,success
2026-03-09 10:50:04.996557,process_start,charlie,hr-4401,10.0.0.22,excel.exe,notepad.exe,notepad.exe notes.txt,david,,10.0.0.15,443.0,success
2026-03-09 11:10:04.996557,process_start,eve,eng-2201,192.168.1.20,services.exe,cmd.exe,cmd.exe /c dir,frank,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,135.0,failure
2026-03-09 11:13:04.996557,auth_success,frank,ws-1003,10.0.0.22,outlook.exe,rundll32.exe,reg.exe query HKLM\Software,eve,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.15,80.0,failure
2026-03-09 11:16:04.996557,network_connection,bob,ws-1001,10.0.1.10,explorer.exe,cmd.exe,notepad.exe notes.txt,grace,,192.168.1.20,139.0,failure
2026-03-09 11:25:04.996557,auth_success,bob,ws-1003,10.0.5.55,outlook.exe,powershell.exe,powershell.exe -EncodedCommand SQBFAFgA,grace,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,10.0.0.22,443.0,success
2026-03-09 11:31:04.996557,process_start,alice,ws-1002,192.168.1.20,excel.exe,powershell.exe,wmic cpu get name,charlie,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,192.168.1.20,3389.0,success
2026-03-09 11:52:05.000381,auth_failure,alice,ws-1002,10.9.9.9,,,,alice,,,,failure
2026-03-09 11:52:25.000381,auth_failure,bob,ws-1002,10.9.9.9,,,,bob,,,,failure
2026-03-09 11:52:45.000381,auth_failure,charlie,ws-1002,10.9.9.9,,,,charlie,,,,failure
2026-03-09 11:53:05.000381,auth_failure,david,ws-1002,10.9.9.9,,,,david,,,,failure
2026-03-09 11:53:25.000381,auth_failure,eve,ws-1002,10.9.9.9,,,,eve,,,,failure
2026-03-09 11:53:45.000381,auth_failure,frank,ws-1002,10.9.9.9,,,,frank,,,,failure
2026-03-09 11:54:05.000381,auth_failure,grace,ws-1002,10.9.9.9,,,,grace,,,,failure
2026-03-09 12:07:04.996557,process_start,frank,ws-1001,10.0.1.10,winword.exe,cmd.exe,reg.exe query HKLM\Software,frank,,10.0.0.15,139.0,success
